EM_TRAN_PDA;EM_TRAN_PDA;TRAN_PR ;TRAN_PR;Y;NUMBER(10);;NOT NULL;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_REFKEY ;TRAN_REFKEY;;VARCHAR2(40);;;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_ID ;TRAN_ID;;VARCHAR2(20);;;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_PHONE ;TRAN_PHONE;;VARCHAR2(15);;NOT NULL;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_CALLBACK ;TRAN_CALLBACK;;VARCHAR2(15);;;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_STATUS ;TRAN_STATUS;;VARCHAR2(1);-1;;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_DATE ;TRAN_DATE;;DATE;getdate();NOT NULL;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_RSLTDATE ;TRAN_RSLTDATE;;DATE;;;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_REPORTDATE ;TRAN_REPORTDATE;;DATE;;;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_RSLT ;TRAN_RSLT;;VARCHAR2(1);;;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_NET ;TRAN_NET;;VARCHAR2(3);;;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_MSG ;TRAN_MSG;;VARCHAR2(255);;;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_ETC1 ;TRAN_ETC1;;VARCHAR2(64);;;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_ETC2 ;TRAN_ETC2;;VARCHAR2(16);;;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_ETC3 ;TRAN_ETC3;;VARCHAR2(16);;;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_ETC4 ;TRAN_ETC4;;NUMBER(10);;;CPG_PDA;
EM_TRAN_PDA;EM_TRAN_PDA;TRAN_TYPE ;TRAN_TYPE;;NUMBER(10);0;NOT NULL;CPG_PDA;
miaps_admin_menu;MIAPS_ADMIN_MENU;메뉴 ID ;MENU_ID;Y;VARCHAR2(6);;NOT NULL;CPG_PDA;
miaps_admin_menu;MIAPS_ADMIN_MENU;menu_nm ;MENU_NM;;VARCHAR2(100);;NOT NULL;CPG_PDA;
miaps_admin_menu;MIAPS_ADMIN_MENU;up_menu_id ;UP_MENU_ID;;VARCHAR2(6);;;CPG_PDA;
miaps_admin_menu;MIAPS_ADMIN_MENU;menu_url ;MENU_URL;;VARCHAR2(200);;;CPG_PDA;
miaps_admin_menu;MIAPS_ADMIN_MENU;menu_desc ;MENU_DESC;;VARCHAR2(2000);;;CPG_PDA;
miaps_admin_menu;MIAPS_ADMIN_MENU;삭제 여부 ;DELETE_YN;;VARCHAR2(1);;NOT NULL;CPG_PDA;
miaps_admin_menu;MIAPS_ADMIN_MENU;주문 순번 ;ORDER_SEQ;;NUMBER(10);-1;NOT NULL;CPG_PDA;
miaps_admin_menu;MIAPS_ADMIN_MENU;그룹레벨 ;GRP_LEVEL;;NUMBER(10);;NOT NULL;CPG_PDA;
miaps_admin_menu;MIAPS_ADMIN_MENU;생성 번호 ;REG_NO;;NUMBER(20);;;CPG_PDA;
miaps_admin_menu;MIAPS_ADMIN_MENU;생성 일자 ;REG_DT;;VARCHAR2(14);;;CPG_PDA;
miaps_admin_menu;MIAPS_ADMIN_MENU;수정자 ;UPD_NO;;NUMBER(20);;;CPG_PDA;
miaps_admin_menu;MIAPS_ADMIN_MENU;수정일자 ;UPD_DT;;VARCHAR2(14);;;CPG_PDA;
miaps_admin_menu_function;MIAPS_ADMIN_MENU_FUNCTION;메뉴 ID ;MENU_ID;Y;VARCHAR2(6);;NOT NULL;CPG_PDA;
miaps_admin_menu_function;MIAPS_ADMIN_MENU_FUNCTION;menu_function_id ;MENU_FUNCTION_ID;Y;NUMBER(2);;NOT NULL;CPG_PDA;
